41
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
sub_cfs 1
sub_interflow 1
sub_sroff 1
sub_gwflow 1
sub_cfs 2
sub_interflow 2
sub_sroff 2
sub_gwflow 2
sub_cfs 3
sub_interflow 3
sub_sroff 3
sub_gwflow 3
subinc_actet 1
subinc_actet 2
subinc_actet 3
subinc_snowcov 1
subinc_snowcov 2
subinc_snowcov 3
sub_sroff 1
sub_sroff 2
sub_sroff 3
subinc_pkweqv 1
subinc_pkweqv 2
subinc_pkweqv 3
subinc_precip 1
subinc_precip 2
subinc_precip 3
subinc_snowmelt 1
subinc_snowmelt 2
subinc_snowmelt 3
basin_potet 1
swrad 2490
basin_ppt 1
basin_hortonian 1
basin_dunnian 1
subinc_snowmelt 1
subinc_snowmelt 2
1 1992 10 1 0 0 0 12.672978 0.000000 1.688785 14.361763 6.713994 0.635161 0.000000 6.078833 7.132162 0.915658 0.000000 6.216503 0.515607 0.137966 0.000000 0.377641 0.102491 0.095777 0.102348 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.112602 449.189301 0.000000 0.000000 0.000000 0.000000 0.000000 
2 1992 10 2 0 0 0 12.380729 0.000000 1.279037 13.659766 6.408216 0.478970 0.000000 5.929246 6.783353 0.699584 0.000000 6.083769 0.468197 0.100482 0.000000 0.367714 0.085085 0.080290 0.096776 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.109168 441.326080 0.000000 0.000000 0.000000 0.000000 0.000000 
3 1992 10 3 0 0 0 12.098553 0.000000 0.969636 13.068189 6.147110 0.361898 0.000000 5.785211 6.489781 0.534584 0.000000 5.955198 0.431298 0.073154 0.000000 0.358144 0.047361 0.046408 0.063156 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069002 396.180847 0.000000 0.000000 0.000000 0.000000 0.000000 
4 1992 10 4 0 0 0 11.826214 0.000000 0.735709 12.561923 5.920571 0.273988 0.000000 5.646582 6.239191 0.408489 0.000000 5.830702 0.402162 0.053232 0.000000 0.348930 0.031062 0.035985 0.052814 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055411 392.465240 0.000000 0.000000 0.000000 0.000000 0.000000 
5 1992 10 5 0 0 0 11.563455 0.000000 0.558642 12.122097 5.721056 0.207857 0.000000 5.513199 6.022259 0.312074 0.000000 5.710185 0.378782 0.038711 0.000000 0.340071 0.028497 0.035190 0.052063 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.056177 388.749939 0.000000 0.000000 0.000000 0.000000 0.000000 
6 1992 10 6 0 0 0 11.310001 0.000000 0.424472 11.734473 5.542910 0.158015 0.000000 5.384895 5.831872 0.238324 0.000000 5.593548 0.359691 0.028132 0.000000 0.331558 0.033886 0.041091 0.058557 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069007 403.680847 0.000000 0.000000 0.000000 0.000000 0.000000 
7 1992 10 7 0 0 0 11.065569 0.000000 0.322702 11.388272 5.381874 0.120377 0.000000 5.261497 5.662584 0.181896 0.000000 5.480688 0.343814 0.020429 0.000000 0.323385 0.022732 0.028337 0.041593 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.052482 389.667938 0.000000 0.000000 0.000000 0.000000 0.000000 
8 1992 10 8 0 0 0 10.829870 0.000000 0.245434 11.075304 5.234724 0.091895 0.000000 5.142830 5.510216 0.138717 0.000000 5.371500 0.330363 0.014822 0.000000 0.315541 0.027221 0.033445 0.041541 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.066128 410.519379 0.000000 0.000000 0.000000 0.000000 0.000000 
9 1992 10 9 0 0 0 10.602612 0.000000 0.186713 10.789324 5.099011 0.070291 0.000000 5.028720 5.371553 0.105676 0.000000 5.265877 0.318760 0.010745 0.000000 0.308015 0.024398 0.036867 0.033164 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.079369 395.089539 0.000000 0.000000 0.000000 0.000000 0.000000 
10 1992 10 10 0 0 0 10.383505 0.000000 0.142047 10.525551 4.972861 0.053866 0.000000 4.918995 5.244111 0.080398 0.000000 5.163712 0.308580 0.007782 0.000000 0.300797 0.013316 0.024775 0.022931 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.063330 385.109497 0.000000 0.000000 0.000000 0.000000 0.000000 
11 1992 10 11 0 0 0 10.172261 0.000000 0.108044 10.280305 4.854831 0.041346 0.000000 4.813485 5.125968 0.061067 0.000000 5.064901 0.299507 0.005631 0.000000 0.293876 0.012009 0.023895 0.023802 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069897 393.302124 0.000000 0.000000 0.000000 0.000000 0.000000 
12 1992 10 12 0 0 0 9.968599 0.000000 0.082140 10.050740 4.743801 0.031777 0.000000 4.712024 5.015630 0.046294 0.000000 4.969336 0.291309 0.004070 0.000000 0.287240 0.012888 0.028029 0.027108 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.092870 402.033173 0.000000 0.000000 0.000000 0.000000 0.000000 
13 1992 10 13 0 0 0 9.772242 0.000000 0.062397 9.834639 4.638893 0.024443 0.000000 4.614450 4.911930 0.035016 0.000000 4.876914 0.283815 0.002938 0.000000 0.280877 0.012116 0.024830 0.026526 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.103070 399.747986 0.000000 0.000000 0.000000 0.000000 0.000000 
14 1992 10 14 0 0 0 9.582918 0.000000 0.047346 9.630264 4.539414 0.018807 0.000000 4.520607 4.813954 0.026421 0.000000 4.787533 0.276896 0.002119 0.000000 0.274778 0.009293 0.016259 0.021082 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.081502 392.360443 0.000000 0.000000 0.000000 0.000000 0.000000 
15 1992 10 15 0 0 0 9.400365 0.000000 0.035877 9.436242 4.444807 0.014463 0.000000 4.430343 4.720979 0.019887 0.000000 4.701091 0.270456 0.001526 0.000000 0.268930 0.007671 0.012342 0.017927 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.068446 384.851501 0.000000 0.000000 0.000000 0.000000 0.000000 
16 1992 10 16 0 0 0 9.224326 0.000000 0.027146 9.251472 4.354620 0.011109 0.000000 4.343511 4.632430 0.014940 0.000000 4.617490 0.264423 0.001098 0.000000 0.263325 0.006892 0.010352 0.016229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.062741 359.401428 0.000000 0.000000 0.000000 0.000000 0.000000 
17 1992 10 17 0 0 0 9.054543 0.000000 0.020518 9.075061 4.268482 0.008512 0.000000 4.259970 4.547839 0.011217 0.000000 4.536622 0.258740 0.000789 0.000000 0.257951 0.006390 0.008917 0.015203 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.059159 352.178436 0.000000 0.000000 0.000000 0.000000 0.000000 
18 1992 10 18 0 0 0 8.890788 0.000000 0.015577 8.906365 4.186082 0.006498 0.000000 4.179584 4.466918 0.008513 0.000000 4.458405 0.253365 0.000566 0.000000 0.252799 0.007712 0.010310 0.017945 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.073367 370.755615 0.000000 0.000000 0.000000 0.000000 0.000000 
19 1992 10 19 0 0 0 8.732865 0.000000 0.011837 8.744701 4.107156 0.004936 0.000000 4.102221 4.389280 0.006495 0.000000 4.382784 0.248265 0.000405 0.000000 0.247860 0.007423 0.009302 0.017326 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.072318 359.340363 0.000000 0.000000 0.000000 0.000000 0.000000 
